Carimbo,Idade,Sexo,TempoDocencia,Graduacao,PosGraduacao,Instituicao,ED1,ED2,ED3,ED4,EE1,EE2,EE3,EE4,IS1,IS2,IS3,CF1,CF2,CF3,CF4,MH1,MH2,MH3,PR1,PR2,PR3,HA1,HA2,HA3,HA4,IC1,IC2,IC3,UsoR,UsoTinkerplots,UsoFathom,UsoExcel,UsoSPSS,UsoCODAP,UsoMinitab,UsoPython,UsoSigmaplot,UsoPSPP,UsoOutros1,Outros1,UsoOutros2,Outros2,UsoOutros3,Outros3
09/12/2023 17:44:37,56,Masculino,18,CIENCIAS BIOLÓGICAS,Não,UEMASUL,5,4,4,4,5,4,4,5,1,1,4,2,4,5,5,5,5,5,5,4,4,5,3,5,5,5,5,5,4,,,5,,,,,,,5,PAST,5,JAMOVI,5,SISVAR
23/11/2023 14:32:53,56,Feminino,20,Engenharia Civil,Sim,Universidade Aberta de Portugal,5,3,5,5,5,5,5,5,3,3,3,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,,,,4,,4,3,,,4,"JAMOVI, como opção ao SPSS na área de humanas. ",4,Origin,4,https://artofstat.com/
01/12/2023 18:00:39,56,Masculino,23,Física e Engenharia ,Sim,Mestrado não PUC e doutorado na UNESP ,5,5,5,5,5,5,5,3,5,5,5,3,5,5,4,5,5,5,3,5,3,5,1,5,5,5,5,5,1,1,1,5,1,1,1,1,1,1,4,Eviews,,,,
05/12/2023 15:25:29,56,Feminino,26,Estatística ,Sim,Universidade Federal do Pará ,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,4,5,5,3,3,3,5,1,5,5,5,5,5,5,1,1,5,3,1,2,2,1,2,3,Stata,,,,
13/02/2024 08:27:18,56,Masculino,32,Matemática,Sim,UFSM,4,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4,3,5,5,4,4,4,2,1,1,5,4,1,1,3,2,1,5,Statistica,5,Eviews,,
27/11/2023 14:03:46,57,Masculino,20,Matemática,Não,,5,4,5,5,5,5,5,5,5,4,5,3,5,5,5,5,4,5,5,5,4,5,1,5,5,5,5,5,5,1,1,5,3,1,3,5,1,1,,,,,,
22/11/2023 17:11:11,57,Feminino,33,Estatística,Sim,ESALQ/USP,5,3,5,5,5,4,3,5,5,5,5,3,5,5,5,3,5,5,3,3,3,5,1,5,5,5,5,5,,,,4,,,,,,,5,Plataforma Moodle - Educação a Distância,,,,
27/11/2023 11:15:37,57,Masculino,34,Economia ,Não,UFPE ,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,3,3,3,5,3,5,5,5,5,5,4,1,1,4,1,1,1,4,1,1,,,,,,
21/11/2023 17:14:43,58,Masculino,25,Estatística ,Sim,UFRJ ,4,3,4,4,3,4,4,4,2,2,2,3,4,5,5,4,4,5,2,2,2,4,2,4,4,5,5,4,3,1,1,3,1,1,1,2,,1,4,Statistica,,,,
08/12/2023 15:17:01,58,Masculino,25,Bacharelado em Estatística,Não,UFF,5,4,4,5,5,4,4,4,4,5,4,1,4,4,3,5,5,5,3,3,3,5,1,5,5,5,5,5,1,1,1,5,1,1,1,1,1,1,,,,,,
01/12/2023 13:04:32,58,Masculino,26,Engenharia Elétrica,Não,UFMG,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,1,1,5,2,1,2,1,1,1,,,,,,
22/11/2023 14:35:49,58,Masculino,33,Matemática,Sim,"Escola Superior de Agricultura ""Luiz de Queiroz"" - USP",5,1,1,4,5,5,4,5,3,3,3,1,5,5,4,3,5,3,5,5,5,5,1,5,5,5,5,5,5,1,1,4,1,1,1,1,1,1,,,,,,
15/12/2023 10:11:58,58,Masculino,34,Sou formado em estatística e também em matemática,Sim,Mestrado no IMPA e doutorado no IME/USP,5,5,5,5,5,5,5,5,5,5,5,2,5,5,5,5,5,5,2,2,1,5,1,5,5,5,5,5,5,1,1,2,1,1,1,,1,1,,,,,,
02/12/2023 12:56:37,58,Masculino,35,Economia ,Não,UFSC,1,1,1,3,5,3,4,4,1,1,1,1,5,3,5,1,5,5,1,1,1,4,1,4,3,4,1,4,1,1,1,4,1,1,1,4,1,1,1,Rstudio,,,,
18/11/2023 16:26:15,59,Feminino,2,Matemática e Ciências da Computação,Não,Universidade Cruzeiro do Sul,2,2,2,2,4,4,1,4,1,5,1,1,4,4,5,2,4,2,2,1,1,4,2,4,4,4,4,4,4,1,2,5,1,1,2,1,1,1,,,,,,
27/11/2023 13:45:41,59,Masculino,20,PEDAGOGIA,Não,Universidade Federal do Pará ,5,4,5,5,4,5,4,5,5,4,5,4,4,5,5,4,5,5,5,5,3,5,4,5,5,5,5,5,4,4,4,5,4,4,4,4,2,4,,,,,,
12/01/2024 17:47:12,59,Feminino,32,Bacharelado em Estatística,Sim,"UFSCar - Bacharel em Estatística, IM-UFRJ - Mestrado em Estatística,  IME-USP - Doutorado em Estatística",5,5,4,5,5,5,5,5,1,3,5,1,5,5,5,5,5,5,5,5,1,5,1,5,5,5,5,5,5,1,1,4,2,1,2,1,1,3,5,JAMOVI,,,,
05/12/2023 14:49:18,60,Masculino,12,Engenharia Eletrônica,Não,ITA - Instituto Tecnológico de Aeronáutica,5,5,5,5,5,5,5,5,3,3,3,1,5,5,2,2,5,2,3,5,5,5,1,5,5,5,5,5,1,1,1,3,1,1,1,1,1,1,5,OCTAVE,5,C++ Code Bloks,5,MPI
29/11/2023 09:40:29,60,Masculino,15,geografia,Não,,5,5,5,5,5,5,5,5,1,1,5,1,5,5,1,4,5,5,5,5,4,5,4,5,5,5,5,5,1,1,1,1,5,1,1,1,1,1,5,google,,,,
05/12/2023 13:19:35,60,Feminino,20,Matemática ,Sim,"Ufn, UNESP ",2,3,3,3,2,3,2,2,2,2,2,2,2,2,3,3,2,3,1,2,2,3,4,3,3,3,3,3,3,1,1,5,2,1,2,1,1,1,,,,,,
21/11/2023 17:39:11,60,Masculino,30,Bacharelado em Estatística,Sim,Instituto Militar de Engenharia,5,5,5,5,5,5,5,5,5,4,5,1,5,5,4,5,5,5,1,2,1,5,1,5,5,5,5,5,5,1,1,5,5,1,2,3,1,5,,,,,,
21/11/2023 14:48:58,60,Masculino,31,Estatística,Sim,University of Washington,4,3,2,3,2,4,3,3,3,3,3,2,3,4,3,4,5,3,5,5,5,3,2,4,2,4,3,4,5,1,1,2,1,1,1,1,1,1,,,,,,
07/12/2023 19:47:56,60,Masculino,31,Estatística,Sim,University of Washington,4,4,4,4,2,5,4,2,4,4,4,1,4,5,2,4,5,4,3,5,2,3,2,4,2,5,4,5,4,1,1,2,1,1,1,1,1,1,,,,,,
21/11/2023 10:04:38,60,Masculino,35,Estatistica,Sim,USP,5,4,4,5,4,5,4,4,3,3,3,4,4,4,2,4,5,4,4,4,4,4,2,4,4,4,4,4,4,1,1,4,2,1,2,3,1,1,4,Mathematica,,,,
09/12/2023 19:01:49,61,Masculino,2,ESTATÍSTICA,Sim,IME-USP,4,2,4,2,2,4,2,2,4,3,4,1,2,4,4,2,4,2,3,2,1,2,2,4,2,4,4,4,4,1,1,4,3,1,4,3,3,3,1,STATISTICA,,,,
15/12/2023 14:48:21,61,Masculino,20,"Engenharia de Alimentos, Economia e Ciências Biológicas",Não,UFFS - Campus Laranjeiras do Sul,5,1,4,5,5,5,4,4,4,4,4,5,4,5,5,4,5,5,5,4,5,4,1,4,5,4,4,4,3,1,2,5,3,1,4,4,1,1,5,JAVA,5,JAVA,5,JAVA
20/11/2023 11:08:05,61,Feminino,33,Bacharelado e Licenciatura em Matemática,Sim,Instituto de Matemática - UFRJ,5,4,3,4,4,5,5,4,3,3,3,3,4,5,5,3,5,3,3,5,3,5,1,5,5,4,4,5,5,1,1,5,2,1,2,1,1,1,5,GeoGebra,5,Google Planilha,,
21/11/2023 21:31:38,61,Masculino,36,Estatística,Sim,UFSCar,5,1,2,2,5,5,2,5,,5,5,,5,4,5,4,5,5,,,,5,1,5,5,5,5,5,5,1,1,4,2,1,3,4,2,1,4,SAS,4,SQL,,
07/12/2023 09:50:37,62,Masculino,15,Educação Física,Não,UNIVERSIDADE FEDERAL DE RONDÔNIA,5,5,5,5,4,5,5,5,4,2,5,1,5,5,5,5,4,5,1,5,1,5,1,5,5,5,5,5,,,,5,5,,,,,,5,stata,,,,
28/11/2023 08:03:15,62,Masculino,27,Engenharia Florestal ,Sim,UFRPE ,3,3,3,3,3,3,2,2,2,3,2,2,2,3,2,3,3,2,2,2,2,2,2,2,2,2,3,2,1,1,1,4,1,1,3,1,1,1,3,GS+,,,,
29/11/2023 15:47:48,62,Masculino,35,Matemática Bach,Não,Ufrj,5,5,5,5,5,5,5,5,5,5,5,1,5,4,4,3,5,3,4,2,1,2,1,5,4,5,5,5,3,1,1,3,2,1,2,1,1,1,4,Matlab,4,Scilab,4,Intel fortran
06/12/2023 17:12:08,63,Masculino,30,Bacharel em Estatística,Sim,Sheffield University,5,5,4,4,3,4,4,4,5,5,4,5,4,5,5,4,5,4,5,5,5,4,1,5,4,5,4,5,5,1,1,4,2,1,2,1,1,1,2,SISVAR,3,GEODA,2,SAS
07/12/2023 16:36:31,63,Feminino,30,,Não,Esalq/Icmc,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,,,3,,,,3,,,,,,,,
20/11/2023 16:07:42,63,Masculino,33,Bacharelado em Estatística ,Sim,USP,4,4,4,,4,4,4,4,,,,,4,,4,4,4,4,,4,,4,,3,,4,2,4,3,1,1,3,2,1,2,1,1,1,,,,,,
08/12/2023 17:33:44,63,Feminino,40,Estatística,Sim,IME USP,5,5,5,5,4,5,5,4,5,5,5,5,5,5,5,4,5,5,3,5,3,5,1,5,5,5,5,5,2,1,1,5,2,1,5,1,1,1,,,,,,
07/12/2023 17:51:23,64,Masculino,20,Engª. Agronômica,Não,Unesp,5,5,4,5,5,4,5,5,5,5,5,1,5,5,5,5,4,5,5,5,5,5,1,1,5,5,5,5,5,1,1,3,1,1,1,1,1,1,,,,,,
22/11/2023 11:06:25,64,Masculino,24,Estatística,Sim,Universidade de Southampton,5,3,3,4,4,5,4,4,5,3,4,3,4,4,4,3,4,4,3,3,3,4,1,5,,3,4,3,4,1,1,2,2,1,1,1,1,1,,,,,,
04/12/2023 08:16:58,64,Feminino,34,Pedagogia,Sim,No doutorado a tese foi em estatística na Psicologia Cognitiva da UFPE,5,5,5,4,4,5,4,4,5,5,5,2,4,5,5,4,5,4,2,5,2,5,2,5,5,5,4,5,,,,5,4,,,,,,,,,,,
21/11/2023 14:48:55,65,Feminino,20,Licenciatura em Matemática,Não,UNISANTOS - Licenciatura,5,3,3,3,5,5,5,4,3,5,5,1,4,3,5,5,4,5,1,5,3,5,1,5,5,5,5,5,1,1,1,5,1,1,1,1,,1,5,GeoGebra,,,,
22/11/2023 09:18:35,65,Masculino,20,Matemática,Sim,UEL/mestrado,5,4,5,4,3,4,4,3,5,4,4,4,3,4,3,4,5,4,4,4,4,3,4,4,5,3,4,4,1,1,1,5,2,1,1,1,1,1,,,,,,
23/11/2023 09:07:33,65,Masculino,30,Matemática,Não,,5,3,5,4,4,4,4,4,4,5,4,4,4,5,4,4,5,3,4,4,3,5,1,4,5,5,4,5,4,1,1,4,4,1,1,1,1,1,,,,,,
21/11/2023 07:57:36,65,Masculino,32,Engenharia,Não,UFJF,5,3,4,4,5,4,5,5,1,1,1,1,5,4,3,5,5,4,3,1,3,4,1,5,4,4,5,4,5,,,4,3,,,,,,5,STATA,,,,
21/11/2023 20:03:58,65,Masculino,42,Engenharia Agronômica,Sim,ESALQ- USP,5,3,5,5,5,4,5,5,3,3,3,5,5,5,5,3,5,4,1,3,1,5,1,4,5,5,4,5,5,1,1,5,2,1,2,1,1,1,3,Acton Stat,,,,
07/12/2023 20:53:02,66,Masculino,5,Ciências Econômicas ,Não,Ufpa,5,5,5,5,5,4,4,5,4,3,5,4,5,3,4,5,5,5,5,4,4,4,3,5,5,5,5,4,3,1,1,5,5,,3,3,1,5,5,JAMOVI,,,,
21/11/2023 10:27:26,66,Masculino,43,"Bacharelado em Estatística, UFSCar",Sim,"IGCE/UNESP, campus Rio Claro, SP",5,5,5,4,4,4,4,4,3,5,5,5,4,5,5,4,4,4,5,4,4,4,1,4,4,4,4,4,4,1,1,5,1,1,1,1,1,1,4,BioEstat,,,,
20/11/2023 23:35:41,67,Feminino,30,Estatística,Sim,Unicamp,,,4,,,4,,,,1,,2,,4,,,4,,2,,2,,1,,4,,,,1,2,1,5,5,1,2,1,1,1,3,Geogebra,,,,
29/11/2023 10:51:03,69,Masculino,18,BACHAREL EM CIENCIAS POLÍTICAS E SOCIAIS (Escola de Sociologia e Política de São Paulo,Não,Eu fiz mesttada em Socilogia na UFPE e obtive conhecimentos plenos em estatpisticas aplicadas a Ciências Humanas. conhecimentos aplicados na dissertação,4,4,4,3,3,3,2,2,1,5,1,1,3,4,1,4,4,2,2,4,2,4,2,3,3,4,4,4,1,1,,4,4,1,1,1,,1,,,,,,
28/11/2023 14:43:09,69,Masculino,30,Estatística,Sim,PUC-Rio,5,4,4,4,5,4,4,5,5,5,5,5,5,5,5,4,5,4,5,5,5,5,1,5,5,5,4,5,5,1,1,2,2,1,1,5,1,1,,,,,,
23/11/2023 17:53:13,71,Masculino,45,Licenciatura em Matemática,Sim,"Mestrado- IME USP,  Doutorado- Virginia Tech- Estados UnidosxB",4,5,4,4,3,5,2,3,5,5,5,3,3,5,5,3,5,4,3,3,3,5,1,5,4,5,5,5,3,1,1,4,1,3,2,1,1,1,,,,,,
12/01/2024 11:20:02,72,Masculino,40,Engenharia,Sim,USP SÃO PAULO,2,2,2,2,2,5,5,5,1,1,2,1,5,5,1,2,5,2,5,5,5,5,1,5,5,5,2,5,5,1,1,4,4,,1,1,1,2,1,Tabwin,,,,
05/12/2023 13:35:13,74,Masculino,45,"Estatística, Pedagogia, Engenharia e Administracat",Não,Instituto Militar de Engenharia (atual),4,4,4,4,4,4,4,4,1,1,4,4,4,4,1,4,4,4,3,4,3,4,1,4,4,4,4,4,2,1,1,5,2,1,2,1,1,1,,,,,,
27/11/2023 19:35:57,75,Masculino,40,Matemática ,Sim,University of East Anglia - UK,5,5,5,5,4,5,5,4,5,,5,1,4,5,5,5,5,5,,5,1,5,1,5,5,5,5,5,5,1,1,3,3,1,1,1,3,1,,,,,,
21/11/2023 13:08:42,77,Feminino,48,"História Natural (hoje, Ciências Biológicas)",Não,"Tenho Doutorado em Ciências, área Genética",5,4,5,3,4,4,3,4,2,2,2,1,4,4,4,4,5,5,2,4,2,5,1,5,4,5,4,5,1,1,1,5,5,1,1,1,1,2,5,WinPEPI,,,,
22/11/2023 10:33:59,79,Feminino,53,Bacharelado e Licenciatura Matemática USP,Sim,USP ,5,3,4,5,5,4,5,5,3,3,3,4,5,3,5,5,4,5,4,1,1,5,1,5,5,3,5,5,3,1,1,2,1,4,5,1,1,1,,,,,,
11/12/2023 09:11:10,,Feminino,8,Bacharelado em Estatística,Sim,Universidad de Cadiz - Espanha,5,3,4,3,4,4,5,4,4,3,3,1,5,4,4,3,5,3,3,3,3,3,1,5,3,5,3,5,5,1,1,4,2,1,2,1,1,1,,,,,,
15/12/2023 06:55:52,,Masculino,12,Matemática,Não,Universidade Federal da Fronteira Sul - UFFS,,5,5,5,5,5,5,5,2,3,3,4,5,5,3,3,5,5,5,4,4,,2,5,5,5,5,5,,1,1,4,2,1,1,1,1,1,5,Planilhas CALC - Pacote LibreOffice,5,APP ESTATÍSTICA GTED/UFFS,5,APP SIMULADOR DE PROBABILIDADE
